original_index,image_url,method,augmented_text,category_2,category_3,selling_price
241,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/v/r/6/p1070d-elegant-black-10000-p1070d-elegant-black-syska-original-imaggd4twbytk967.jpeg?q=70,description_snippet,Syska 10000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,849.0
241,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/v/r/6/p1070d-elegant-black-10000-p1070d-elegant-black-syska-original-imaggd4twbytk967.jpeg?q=70,price_context,mid-range Syska 10000 mAh Power Bank Fast under ₹849,Mobile Accessories,Power Banks,849.0
241,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/v/r/6/p1070d-elegant-black-10000-p1070d-elegant-black-syska-original-imaggd4twbytk967.jpeg?q=70,highlights_fusion,Syska 10000 mAh Power Bank 221 g 10000 mAh Lithium Polymer Battery Micro Rechargeable Battery Charging Cable Included,Mobile Accessories,Power Banks,849.0
241,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/v/r/6/p1070d-elegant-black-10000-p1070d-elegant-black-syska-original-imaggd4twbytk967.jpeg?q=70,category_prefix,Mobile Accessories > Power Banks: Syska 10000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,849.0
241,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/v/r/6/p1070d-elegant-black-10000-p1070d-elegant-black-syska-original-imaggd4twbytk967.jpeg?q=70,keyword_drop,Syska 10000 Power (Fast,Mobile Accessories,Power Banks,849.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,description_snippet,"CHARGE & SYNC FUNCTION- It comes with Fast Charging & quick Sync Function LONG CORD- The Cable is extra thick 1.2 meter long, optimized for",Mobile Accessories,Mobile Cables,169.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,price_context,budget Portronics Micro USB Cable POR 1079 under ₹169,Mobile Accessories,Mobile Cables,169.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,highlights_fusion,Portronics Micro USB Cable POR USB Type A Micro USB Cable Speed: 480 Mbps Mobile,Mobile Accessories,Mobile Cables,169.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,category_prefix,"Mobile Accessories > Mobile Cables: Portronics Micro USB Cable 1.2 m POR-1079 Konnect L (Compatible with All Phones With Micro USB Port, Grey, One Cable)",Mobile Accessories,Mobile Cables,169.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,keyword_drop,Portronics USB Cable m Konnect L Phones Micro Cable),Mobile Accessories,Mobile Cables,169.0
242,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/micro-usb-cable/5/k/m/por-1079-konnect-l-portronics-original-imaggasugbzvkqgr.jpeg?q=70,title_clean,"Portronics Micro USB Cable 1.2 m POR-1079 Konnect L (Compatible with All Phones With Micro USB Port, Grey, One Cable)",Mobile Accessories,Mobile Cables,169.0
243,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/a/c/a/-original-imagh3vxusbvkhvm.jpeg?q=70,description_snippet,NASHER MILES Small Cabin Suitcase (55 cm) - Fifth Avenue Hard-Side Polycarbonate Cabin Luggage Bag Rose Gold 20 Inch 55CM Trolley Bag - Pink,Accessories,Luggage and Travel ,3249.0
243,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/a/c/a/-original-imagh3vxusbvkhvm.jpeg?q=70,price_context,premium NASHER MILES Small Cabin Suitcase Fifth under ₹3249,Accessories,Luggage and Travel ,3249.0
243,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/a/c/a/-original-imagh3vxusbvkhvm.jpeg?q=70,category_prefix,Accessories > Luggage and Travel: NASHER MILES Small Cabin Suitcase (55 cm) - Fifth Avenue Hard-Side Polycarbonate Cabin Luggage Bag Rose Gold 20 Inch 55CM Trolley Bag - Pink,Accessories,Luggage and Travel ,3249.0
243,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/a/c/a/-original-imagh3vxusbvkhvm.jpeg?q=70,keyword_drop,NASHER MILES Small Cabin Suitcase (55 cm) - Fifth Avenue Hard-Side Polycarbonate Cabin Luggage 20 55CM Trolley Bag -,Accessories,Luggage and Travel ,3249.0
243,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/a/c/a/-original-imagh3vxusbvkhvm.jpeg?q=70,attribute_reorder,NASHER MILES Small Cabin Suitcase (55 cm) - Fifth Avenue Hard-Side Polycarbonate Cabin Luggage Bag Rose Pink 20 Inch 55CM Trolley Bag - Gold,Accessories,Luggage and Travel ,3249.0
244,https://rukminim1.flixcart.com/image/612/612/xif0q/belt/k/p/n/38-mtn-lb35-cbbr-05-mtn-lb35-cbbr-05-belt-metronaut-original-imagjq39hmqdyfzf.jpeg?q=70,description_snippet,"METRONAUT Men Casual, Evening, Formal, Party Brown Genuine Leather Belt",Accessories,Belts ,259.0
244,https://rukminim1.flixcart.com/image/612/612/xif0q/belt/k/p/n/38-mtn-lb35-cbbr-05-mtn-lb35-cbbr-05-belt-metronaut-original-imagjq39hmqdyfzf.jpeg?q=70,price_context,affordable METRONAUT Men Casual Evening Formal Party under ₹259,Accessories,Belts ,259.0
244,https://rukminim1.flixcart.com/image/612/612/xif0q/belt/k/p/n/38-mtn-lb35-cbbr-05-mtn-lb35-cbbr-05-belt-metronaut-original-imagjq39hmqdyfzf.jpeg?q=70,category_prefix,"Accessories > Belts: METRONAUT Men Casual, Evening, Formal, Party Brown Genuine Leather Belt",Accessories,Belts ,259.0
244,https://rukminim1.flixcart.com/image/612/612/xif0q/belt/k/p/n/38-mtn-lb35-cbbr-05-mtn-lb35-cbbr-05-belt-metronaut-original-imagjq39hmqdyfzf.jpeg?q=70,keyword_drop,"METRONAUT Evening, Formal, Genuine Leather Belt",Accessories,Belts ,259.0
245,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/e/p/n/-original-imaghqqtzexhzvq2.jpeg?q=70,description_snippet,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch",Smart Wearable Tech,Smart Watches,1499.0
245,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/e/p/n/-original-imaghqqtzexhzvq2.jpeg?q=70,price_context,mid-range Noise ColorFit Caliber inch Display Sports under ₹1499,Smart Wearable Tech,Smart Watches,1499.0
245,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/e/p/n/-original-imaghqqtzexhzvq2.jpeg?q=70,highlights_fusion,Noise ColorFit Caliber inch Display 1.69'' TFT display (240*280px 500 nits 218 PPI) Noise Health Suite (SpO2 24*7 heart rate tracking activity tracker sleep tracker stress monitor & female health tracker) Productivity and utility features (hand wash reminder drink water reminder DND weather forecast call mute & rejection alarm idle alert stopwatch timer remote music control & find my phone) 40 sports modes (10 inbuilt & 30 in app) Jet black Rose pink Olive green Midnight blue Upto 10 days,Smart Wearable Tech,Smart Watches,1499.0
245,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/e/p/n/-original-imaghqqtzexhzvq2.jpeg?q=70,category_prefix,"Smart Wearable Tech > Smart Watches: Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch",Smart Wearable Tech,Smart Watches,1499.0
245,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/e/p/n/-original-imaghqqtzexhzvq2.jpeg?q=70,keyword_drop,"Noise ColorFit Caliber 1.69 HD Display, 40 Modes, 150+ Faces Smartwatch",Smart Wearable Tech,Smart Watches,1499.0
246,https://rukminim1.flixcart.com/image/612/612/k05ljm80/suitcase/j/j/a/photon-photon75fir-check-in-luggage-aristocrat-30-original-imafjzjbguew2s9p.jpeg?q=70,description_snippet,ARISTOCRAT Small Cabin Suitcase (55 cm) - PHOTON STROLLY 55 360 FIR - Red,Accessories,Luggage and Travel ,1599.0
246,https://rukminim1.flixcart.com/image/612/612/k05ljm80/suitcase/j/j/a/photon-photon75fir-check-in-luggage-aristocrat-30-original-imafjzjbguew2s9p.jpeg?q=70,price_context,mid-range ARISTOCRAT Small Cabin Suitcase PHOTON STROLLY under ₹1599,Accessories,Luggage and Travel ,1599.0
246,https://rukminim1.flixcart.com/image/612/612/k05ljm80/suitcase/j/j/a/photon-photon75fir-check-in-luggage-aristocrat-30-original-imafjzjbguew2s9p.jpeg?q=70,category_prefix,Accessories > Luggage and Travel: ARISTOCRAT Small Cabin Suitcase (55 cm) - PHOTON STROLLY 55 360 FIR - Red,Accessories,Luggage and Travel ,1599.0
246,https://rukminim1.flixcart.com/image/612/612/k05ljm80/suitcase/j/j/a/photon-photon75fir-check-in-luggage-aristocrat-30-original-imafjzjbguew2s9p.jpeg?q=70,keyword_drop,ARISTOCRAT Small Cabin Suitcase (55 cm) - PHOTON STROLLY 360 FIR Red,Accessories,Luggage and Travel ,1599.0
247,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/belt/z/f/c/44-tx01-rstx01-belt-zoro-original-imageud289tuyyyh.jpeg?q=70,description_snippet,"ZORO Men Casual, Party, Formal, Evening Black, Brown Texas Leatherite, Artificial Leather Reversible Belt",Accessories,Belts ,297.0
247,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/belt/z/f/c/44-tx01-rstx01-belt-zoro-original-imageud289tuyyyh.jpeg?q=70,price_context,affordable ZORO Men Casual Party Formal Evening under ₹297,Accessories,Belts ,297.0
247,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/belt/z/f/c/44-tx01-rstx01-belt-zoro-original-imageud289tuyyyh.jpeg?q=70,category_prefix,"Accessories > Belts: ZORO Men Casual, Party, Formal, Evening Black, Brown Texas Leatherite, Artificial Leather Reversible Belt",Accessories,Belts ,297.0
247,https://rukminim1.flixcart.com/image/612/612/l3t2fm80/belt/z/f/c/44-tx01-rstx01-belt-zoro-original-imageud289tuyyyh.jpeg?q=70,keyword_drop,"ZORO Men Party, Formal, Evening Texas Leatherite, Artificial Leather Belt",Accessories,Belts ,297.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,description_snippet,Dr Trust Inspire Personal Weighing Scale is a digital scale that helps you track your weight accurately. It gives you accurate weight measurements of up,Health Care Appliances,Weighing Scale,849.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,price_context,mid-range Trust USA Model 523 Inspire Personal under ₹849,Health Care Appliances,Weighing Scale,849.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,highlights_fusion,Trust USA Model 523 Inspire Kg lb Glass Maximum Weighing Capacity: 180 kg,Health Care Appliances,Weighing Scale,849.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,category_prefix,Health Care Appliances > Weighing Scale: Dr Trust USA Model 523 Inspire Personal Digital Electronic Body Weight Machine For Human Body 180Kg Capacity Weighing Scale,Health Care Appliances,Weighing Scale,849.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,keyword_drop,Dr USA 523 Personal Digital Electronic Body Weight Machine Weighing,Health Care Appliances,Weighing Scale,849.0
248,https://rukminim1.flixcart.com/image/612/612/xif0q/weighing-scale/c/r/d/usa-model-523-inspire-personal-digital-electronic-body-weight-original-imaghz2kces979nf.jpeg?q=70,title_clean,Dr Trust USA Model 523 Inspire Personal Digital Electronic Body Weight Machine For Human Body 180Kg Capacity Weighing Scale,Health Care Appliances,Weighing Scale,849.0
249,https://rukminim1.flixcart.com/image/612/612/k1pbpu80/belt/r/g/x/44-genuine-leather-belt-la15-la15-genuine-leather-belt-levart-original-imafh7d8aeyvhwzm.jpeg?q=70,description_snippet,LEVART Men Casual Brown Genuine Leather Belt,Accessories,Belts ,376.0
249,https://rukminim1.flixcart.com/image/612/612/k1pbpu80/belt/r/g/x/44-genuine-leather-belt-la15-la15-genuine-leather-belt-levart-original-imafh7d8aeyvhwzm.jpeg?q=70,price_context,affordable LEVART Men Casual Brown Genuine Leather under ₹376,Accessories,Belts ,376.0
249,https://rukminim1.flixcart.com/image/612/612/k1pbpu80/belt/r/g/x/44-genuine-leather-belt-la15-la15-genuine-leather-belt-levart-original-imafh7d8aeyvhwzm.jpeg?q=70,category_prefix,Accessories > Belts: LEVART Men Casual Brown Genuine Leather Belt,Accessories,Belts ,376.0
249,https://rukminim1.flixcart.com/image/612/612/k1pbpu80/belt/r/g/x/44-genuine-leather-belt-la15-la15-genuine-leather-belt-levart-original-imafh7d8aeyvhwzm.jpeg?q=70,keyword_drop,Casual Genuine Leather,Accessories,Belts ,376.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,description_snippet,We know how difficult it can be to charge iOS devices without a provided charger. Make your charger hunt easy with the brittle 20W fast,Mobile Accessories,Mobile Chargers,1399.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,price_context,mid-range brittle Mobile Original Type Charger Lightning under ₹1399,Mobile Accessories,Mobile Chargers,1399.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,highlights_fusion,brittle Mobile Original Type Charger Mobile Universal Voltage Output Current : 5 A,Mobile Accessories,Mobile Chargers,1399.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,category_prefix,Mobile Accessories > Mobile Chargers: brittle PD 5 A Mobile 5A Original Type C Charger With Lightning Cable Charger with Detachable Cable,Mobile Accessories,Mobile Chargers,1399.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,keyword_drop,PD 5 Mobile 5A Original Type C Charger Charger Detachable Cable,Mobile Accessories,Mobile Chargers,1399.0
250,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,title_clean,brittle PD 5 A Mobile 5A Original Type C Charger With Lightning Cable Charger with Detachable Cable,Mobile Accessories,Mobile Chargers,1399.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,description_snippet,"[ACCURATE MEASUREMENTS]: beatXP Weighing Scale have high precision strain gauge sensors with a capacity of 180 kg and denominations up to 0.1 kg Additionally, weighing",Health Care Appliances,Weighing Scale,599.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,price_context,mid-range Pristyn care Weight Machine Digital Pro under ₹599,Health Care Appliances,Weighing Scale,599.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,highlights_fusion,Pristyn care Weight Machine Digital Kgs Material: Glass Maximum Weighing Capacity: 180 kg Tare Function,Health Care Appliances,Weighing Scale,599.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,category_prefix,Health Care Appliances > Weighing Scale: Pristyn care Weight Machine Digital Pro Max Premium Design Heavy Duty Electronic Thick Tempered Glass LCD Display Digital Personal Bathroom Health Body Weight Bathroom Weighing Scale weight scale digital Digital Weighing Machine Digital Weight Machine Electronic Weighing Scale Weight Scale For Human Body by beatXP Weighing Scale,Health Care Appliances,Weighing Scale,599.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,keyword_drop,Pristyn care Machine Digital Pro Max Premium Design Heavy Electronic Glass LCD Digital Personal Bathroom Bathroom Scale weight scale digital Digital Machine Digital Weight Machine Electronic Weighing Scale Weight Body beatXP Weighing Scale,Health Care Appliances,Weighing Scale,599.0
251,https://rukminim1.flixcart.com/image/612/612/l5bd5zk0/weighing-scale/c/q/k/digital-weighing-scale-lcd-panel-thick-tempered-glass-electronic-original-imaggyprhfv4fcsm.jpeg?q=70,title_clean,Pristyn care Weight Machine Digital Pro Max Premium Design Heavy Duty Electronic Thick Tempered Glass LCD Display Digital Personal Bathroom Health Body Weight Bathroom Weighing Scale weight scale digital Digital Weighing Machine Digital Weight Machine Electronic Weighing Scale Weight Scale For Human Body by beatXP Weighing Scale,Health Care Appliances,Weighing Scale,599.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,description_snippet,The boAt Wave Beat is the perfect companion for your fitness transformation and is here to make life easy. Your Wave Beat will remove all,Smart Wearable Tech,Smart Watches,1499.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,price_context,mid-range boAt Wave beat 69Inch display complete under ₹1499,Smart Wearable Tech,Smart Watches,1499.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,highlights_fusion,boAt Wave beat 69Inch display Upto 7 days,Smart Wearable Tech,Smart Watches,1499.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,category_prefix,Smart Wearable Tech > Smart Watches: boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,Smart Wearable Tech,Smart Watches,1499.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,keyword_drop,boAt Wave 1.69Inch HD complete monitoring,Smart Wearable Tech,Smart Watches,1499.0
252,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/k/l/r/-original-imagg8gj8gsgdfz7.jpeg?q=70,title_clean,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,Smart Wearable Tech,Smart Watches,1499.0
253,https://rukminim1.flixcart.com/image/612/612/l2jcccw0/memory-card/sdxc-uhs-i-card/f/x/z/sdsqua4-128g-gn6mn-sandisk-original-imagdv3y9ejqmzrz.jpeg?q=70,description_snippet,SanDisk Ultra 128 GB MicroSDXC Class 10 140 MB/s Memory Card,Mobile Accessories,Memory Cards,979.0
253,https://rukminim1.flixcart.com/image/612/612/l2jcccw0/memory-card/sdxc-uhs-i-card/f/x/z/sdsqua4-128g-gn6mn-sandisk-original-imagdv3y9ejqmzrz.jpeg?q=70,price_context,mid-range SanDisk Ultra 128 MicroSDXC Class 140 under ₹979,Mobile Accessories,Memory Cards,979.0
253,https://rukminim1.flixcart.com/image/612/612/l2jcccw0/memory-card/sdxc-uhs-i-card/f/x/z/sdsqua4-128g-gn6mn-sandisk-original-imagdv3y9ejqmzrz.jpeg?q=70,highlights_fusion,SanDisk Ultra 128 MicroSDXC Class For Camera Computer Gaming Console Mobile 128 GB MicroSDXC Class 10 Read Speed: 140 MB/s,Mobile Accessories,Memory Cards,979.0
253,https://rukminim1.flixcart.com/image/612/612/l2jcccw0/memory-card/sdxc-uhs-i-card/f/x/z/sdsqua4-128g-gn6mn-sandisk-original-imagdv3y9ejqmzrz.jpeg?q=70,category_prefix,Mobile Accessories > Memory Cards: SanDisk Ultra 128 GB MicroSDXC Class 10 140 MB/s Memory Card,Mobile Accessories,Memory Cards,979.0
253,https://rukminim1.flixcart.com/image/612/612/l2jcccw0/memory-card/sdxc-uhs-i-card/f/x/z/sdsqua4-128g-gn6mn-sandisk-original-imagdv3y9ejqmzrz.jpeg?q=70,keyword_drop,SanDisk Ultra GB Class MB/s Memory Card,Mobile Accessories,Memory Cards,979.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,description_snippet,"Keep your devices well-charged at all time with this Mi power bank. While its dual USB input helps you charge two devices together, its smart",Mobile Accessories,Power Banks,1199.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,price_context,mid-range 10000 mAh Power Bank Fast Charging under ₹1199,Mobile Accessories,Power Banks,1199.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,highlights_fusion,10000 mAh Power Bank Fast 251 g 10000 mAh Lithium Polymer Battery Battery Charging Cable Included,Mobile Accessories,Power Banks,1199.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)",Mobile Accessories,Power Banks,1199.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,keyword_drop,"Mi 3i 10000 mAh Bank (Fast Charging,",Mobile Accessories,Power Banks,1199.0
254,https://rukminim1.flixcart.com/image/612/612/kr83ukw0/power-bank/w/5/6/power-bank-plm13zm-mi-original-imag52az6xpcvjdk.jpeg?q=70,title_clean,"Mi 3i 10000 mAh Power Bank (Fast Charging, 18W)",Mobile Accessories,Power Banks,1199.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,description_snippet,"Now achieve a neat and trim look at home with this nova trimmer. While its 0.5 mm precision blades give you the ideal look, its",Personal Care Appliances,Trimmers ,679.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,price_context,mid-range NOVA NHT 1073 USB Trimmer min under ₹679,Personal Care Appliances,Trimmers ,679.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,highlights_fusion,NOVA NHT 1073 USB Trimmer Stainless Steel Trimming Range: 0.5 - 12 mm 60 min battery run time 5 length settings Gender: Men For Beard & Moustache Body Grooming Hair Clipping,Personal Care Appliances,Trimmers ,679.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,category_prefix,Personal Care Appliances > Trimmers: NOVA NHT 1073-00 USB Trimmer 60 min Runtime 5 Length Settings,Personal Care Appliances,Trimmers ,679.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,keyword_drop,NOVA NHT Runtime Settings,Personal Care Appliances,Trimmers ,679.0
255,https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70,title_clean,NOVA NHT 1073-00 USB Trimmer 60 min Runtime 5 Length Settings,Personal Care Appliances,Trimmers ,679.0
256,https://rukminim1.flixcart.com/image/612/612/kqmo8sw0/suitcase/e/h/r/kam-triprism-sp-hk3-0-00-003-check-in-luggage-kamiliant-by-original-imag4hhuqwesuh8e.jpeg?q=70,description_snippet,Kamiliant by American Tourister Large Check-in Suitcase (78 cm) - Kam Triprism Sp - Red,Accessories,Luggage and Travel ,2699.0
256,https://rukminim1.flixcart.com/image/612/612/kqmo8sw0/suitcase/e/h/r/kam-triprism-sp-hk3-0-00-003-check-in-luggage-kamiliant-by-original-imag4hhuqwesuh8e.jpeg?q=70,price_context,premium Kamiliant American Tourister Large Check Suitcase under ₹2699,Accessories,Luggage and Travel ,2699.0
256,https://rukminim1.flixcart.com/image/612/612/kqmo8sw0/suitcase/e/h/r/kam-triprism-sp-hk3-0-00-003-check-in-luggage-kamiliant-by-original-imag4hhuqwesuh8e.jpeg?q=70,category_prefix,Accessories > Luggage and Travel: Kamiliant by American Tourister Large Check-in Suitcase (78 cm) - Kam Triprism Sp - Red,Accessories,Luggage and Travel ,2699.0
256,https://rukminim1.flixcart.com/image/612/612/kqmo8sw0/suitcase/e/h/r/kam-triprism-sp-hk3-0-00-003-check-in-luggage-kamiliant-by-original-imag4hhuqwesuh8e.jpeg?q=70,keyword_drop,Kamiliant American Tourister Large Check-in Suitcase (78 Kam - Red,Accessories,Luggage and Travel ,2699.0
257,https://rukminim1.flixcart.com/image/612/612/jza5uvk0/frame/z/c/f/52-j-f-45-johaena-original-imaehyadhykwwgst.jpeg?q=70,description_snippet,Irayz Full Rim Oval Anti Glare Frame For Men,Accessories,Frames ,299.0
257,https://rukminim1.flixcart.com/image/612/612/jza5uvk0/frame/z/c/f/52-j-f-45-johaena-original-imaehyadhykwwgst.jpeg?q=70,price_context,affordable Irayz Full Rim Oval Anti Glare under ₹299,Accessories,Frames ,299.0
257,https://rukminim1.flixcart.com/image/612/612/jza5uvk0/frame/z/c/f/52-j-f-45-johaena-original-imaehyadhykwwgst.jpeg?q=70,category_prefix,Accessories > Frames: Irayz Full Rim Oval Anti Glare Frame For Men,Accessories,Frames ,299.0
257,https://rukminim1.flixcart.com/image/612/612/jza5uvk0/frame/z/c/f/52-j-f-45-johaena-original-imaehyadhykwwgst.jpeg?q=70,keyword_drop,Irayz Full Rim Oval Anti Glare Frame,Accessories,Frames ,299.0
