original_index,image_url,method,augmented_text,category_2,category_3,selling_price
2181,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/f/e/e/p3-3-usb-fast-charging-20000mah-li-ion-power-bank-with-led-flash-original-imaghbwh6ppwppyx.jpeg?q=70,keyword_drop,"mAh Power (11 W, Fast",Mobile Accessories,Power Banks,599.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,description_snippet,Want to charge your devices on-the-go? Then this 20000 mAh power bank from Redmi will be a great addition to your travel bag. It features,Mobile Accessories,Power Banks,1948.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,price_context,mid-range REDMI 20000 mAh Power Bank Fast under ₹1948,Mobile Accessories,Power Banks,1948.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,highlights_fusion,REDMI 20000 mAh Power Bank 447 g 20000 mAh Lithium Polymer Battery Micro Battery Charging Cable Included,Mobile Accessories,Power Banks,1948.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: REDMI 20000 mAh Power Bank (18 W, Fast Charging)",Mobile Accessories,Power Banks,1948.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,keyword_drop,REDMI 20000 mAh (18 Fast,Mobile Accessories,Power Banks,1948.0
2182,https://rukminim1.flixcart.com/image/612/612/kd7pevk0/power-bank/s/n/g/power-bank-10000-pb100lzm-redmi-original-imafu5entn9mvccq.jpeg?q=70,title_clean,"REDMI 20000 mAh Power Bank (18 W, Fast Charging)",Mobile Accessories,Power Banks,1948.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,description_snippet,"Stay Charged For When You Need It Most - Whether you're a teenager glued to your phone, a tech savvy individual with a hundred tabs",Mobile Accessories,Power Banks,566.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,price_context,mid-range WINgFI 30000 mAh Power Bank Fast under ₹566,Mobile Accessories,Power Banks,566.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,highlights_fusion,WINgFI 30000 mAh Power Bank 30000 mAh Lithium-ion Battery AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,566.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: WINgFI 30000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,566.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,keyword_drop,"30000 Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,566.0
2183,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/power-bank/w/t/c/987-987-zofia-original-imafn42dz8nggufw.jpeg?q=70,title_clean,"WINgFI 30000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,566.0
2184,https://rukminim1.flixcart.com/image/612/612/kwl0akw0/power-bank/e/2/h/portable-prtk-new-orenics-original-imag988xkczfsykj.jpeg?q=70,description_snippet,PoMiFi 32500 mAh Power Bank,Mobile Accessories,Power Banks,534.0
2184,https://rukminim1.flixcart.com/image/612/612/kwl0akw0/power-bank/e/2/h/portable-prtk-new-orenics-original-imag988xkczfsykj.jpeg?q=70,price_context,mid-range PoMiFi 32500 mAh Power Bank under ₹534,Mobile Accessories,Power Banks,534.0
2184,https://rukminim1.flixcart.com/image/612/612/kwl0akw0/power-bank/e/2/h/portable-prtk-new-orenics-original-imag988xkczfsykj.jpeg?q=70,highlights_fusion,PoMiFi 32500 mAh Power Bank 32500 mAh Lithium-ion Battery AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,534.0
2184,https://rukminim1.flixcart.com/image/612/612/kwl0akw0/power-bank/e/2/h/portable-prtk-new-orenics-original-imag988xkczfsykj.jpeg?q=70,category_prefix,Mobile Accessories > Power Banks: PoMiFi 32500 mAh Power Bank,Mobile Accessories,Power Banks,534.0
2184,https://rukminim1.flixcart.com/image/612/612/kwl0akw0/power-bank/e/2/h/portable-prtk-new-orenics-original-imag988xkczfsykj.jpeg?q=70,keyword_drop,PoMiFi 32500 mAh Bank,Mobile Accessories,Power Banks,534.0
2185,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/power-bank/l/j/n/t100-20000-mah-20000-t100-20000-mah-callmate-original-imag866ah8tucgcn.jpeg?q=70,description_snippet,"Callmate 20000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,1234.0
2185,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/power-bank/l/j/n/t100-20000-mah-20000-t100-20000-mah-callmate-original-imag866ah8tucgcn.jpeg?q=70,price_context,mid-range Callmate 20000 mAh Power Bank Fast under ₹1234,Mobile Accessories,Power Banks,1234.0
2185,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/power-bank/l/j/n/t100-20000-mah-20000-t100-20000-mah-callmate-original-imag866ah8tucgcn.jpeg?q=70,highlights_fusion,Callmate 20000 mAh Power Bank 380 g 20000 mAh Lithium Polymer Battery 2.4 Amp Adapter Charging Cable Included,Mobile Accessories,Power Banks,1234.0
2185,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/power-bank/l/j/n/t100-20000-mah-20000-t100-20000-mah-callmate-original-imag866ah8tucgcn.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Callmate 20000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,1234.0
2185,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/power-bank/l/j/n/t100-20000-mah-20000-t100-20000-mah-callmate-original-imag866ah8tucgcn.jpeg?q=70,keyword_drop,"Callmate 20000 mAh Power Bank (15 W,",Mobile Accessories,Power Banks,1234.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,description_snippet,"Be it on your travels or during power cuts, you can ensure that your smartphones, tablets, and other devices don't run out of charge by",Mobile Accessories,Power Banks,3299.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,price_context,premium 30000 mAh Power Bank Fast Charging under ₹3299,Mobile Accessories,Power Banks,3299.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,highlights_fusion,30000 mAh Power Bank Fast 640 g 30000 mAh Lithium Polymer Battery Micro Battery Charging Cable Included,Mobile Accessories,Power Banks,3299.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Mi 30000 mAh Power Bank (18 W, Fast Charging, Power Delivery 3.0)",Mobile Accessories,Power Banks,3299.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,keyword_drop,"Mi 30000 mAh Power W, Charging, Delivery 3.0)",Mobile Accessories,Power Banks,3299.0
2186,https://rukminim1.flixcart.com/image/612/612/kon887k0/power-bank/o/3/w/power-bank-boost-pro-30000mah-18w-30000-pb3018zm-mi-original-imag32427rgygpyg.jpeg?q=70,title_clean,"Mi 30000 mAh Power Bank (18 W, Fast Charging, Power Delivery 3.0)",Mobile Accessories,Power Banks,3299.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,description_snippet,Stop worrying about running out of battery when you have this Phillips power bank at your disposal. Its Lithium-polymer grade A battery will let you,Mobile Accessories,Power Banks,1799.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,price_context,mid-range Philips 20000 mAh Power Bank Fast under ₹1799,Mobile Accessories,Power Banks,1799.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,highlights_fusion,Philips 20000 mAh Power Bank 421 g 20000 mAh Lithium Polymer Battery Type-C AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,1799.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,category_prefix,Mobile Accessories > Power Banks: Philips 20000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,1799.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,keyword_drop,20000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,1799.0
2187,https://rukminim1.flixcart.com/image/612/612/k0bbb0w0pkrrdj/power-bank-refurbished/c/q/p/universal-power-pack-c-dlp1720cb-97-philips-original-imaffesys9aquthm.jpeg?q=70,title_clean,Philips 20000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,1799.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,description_snippet,Ambrane PowerLitXL is a 20000 mAh lithium polymer power bank. It comes with 22.5W fast charging output. It is a perfect backup source of power,Mobile Accessories,Power Banks,1800.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,price_context,mid-range Ambrane 20000 mAh Power Bank Fast under ₹1800,Mobile Accessories,Power Banks,1800.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,highlights_fusion,Ambrane 20000 mAh Power Bank 317 g 20000 mAh Lithium Polymer Battery Micro AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,1800.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Ambrane 20000 mAh Power Bank (22.5 W, Fast Charging)",Mobile Accessories,Power Banks,1800.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,keyword_drop,"20000 Power Bank W, Charging)",Mobile Accessories,Power Banks,1800.0
2188,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/6/e/c/-original-imaggusn3dwbfjnz.jpeg?q=70,title_clean,"Ambrane 20000 mAh Power Bank (22.5 W, Fast Charging)",Mobile Accessories,Power Banks,1800.0
2189,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/power-bank/c/r/m/dx08-holder-10000-mah-10000-dx-08-holder-callmate-original-imagf5dhfybzryry.jpeg?q=70,description_snippet,"Callmate 10000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,854.0
2189,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/power-bank/c/r/m/dx08-holder-10000-mah-10000-dx-08-holder-callmate-original-imagf5dhfybzryry.jpeg?q=70,price_context,mid-range Callmate 10000 mAh Power Bank Fast under ₹854,Mobile Accessories,Power Banks,854.0
2189,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/power-bank/c/r/m/dx08-holder-10000-mah-10000-dx-08-holder-callmate-original-imagf5dhfybzryry.jpeg?q=70,highlights_fusion,Callmate 10000 mAh Power Bank 280 g 10000 mAh Lithium Polymer Battery Type-C Lightning USB Charging Cable Included,Mobile Accessories,Power Banks,854.0
2189,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/power-bank/c/r/m/dx08-holder-10000-mah-10000-dx-08-holder-callmate-original-imagf5dhfybzryry.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Callmate 10000 mAh Power Bank (15 W, Fast Charging)",Mobile Accessories,Power Banks,854.0
2189,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/power-bank/c/r/m/dx08-holder-10000-mah-10000-dx-08-holder-callmate-original-imagf5dhfybzryry.jpeg?q=70,keyword_drop,"Callmate 10000 mAh Power Bank (15 W, Fast",Mobile Accessories,Power Banks,854.0
2190,https://rukminim1.flixcart.com/image/612/612/l2krs7k0/power-bank/j/5/u/tlwp-20000-tlwp-b-wingfi-original-imagdwe8pdcbeyke.jpeg?q=70,description_snippet,"This Wingfi's 20,000 mAh Power Bank, keep your smart devices charged all the time so that you do not miss any important call, email, or",Mobile Accessories,Power Banks,597.0
2190,https://rukminim1.flixcart.com/image/612/612/l2krs7k0/power-bank/j/5/u/tlwp-20000-tlwp-b-wingfi-original-imagdwe8pdcbeyke.jpeg?q=70,price_context,mid-range WINgFI 20000 mAh Power Bank Fast under ₹597,Mobile Accessories,Power Banks,597.0
2190,https://rukminim1.flixcart.com/image/612/612/l2krs7k0/power-bank/j/5/u/tlwp-20000-tlwp-b-wingfi-original-imagdwe8pdcbeyke.jpeg?q=70,highlights_fusion,WINgFI 20000 mAh Power Bank 20000 mAh Lithium-ion Battery AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,597.0
2190,https://rukminim1.flixcart.com/image/612/612/l2krs7k0/power-bank/j/5/u/tlwp-20000-tlwp-b-wingfi-original-imagdwe8pdcbeyke.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: WINgFI 20000 mAh Power Bank (18 W, Fast Charging)",Mobile Accessories,Power Banks,597.0
2190,https://rukminim1.flixcart.com/image/612/612/l2krs7k0/power-bank/j/5/u/tlwp-20000-tlwp-b-wingfi-original-imagdwe8pdcbeyke.jpeg?q=70,keyword_drop,"WINgFI 20000 mAh Power Bank (18 W, Fast Charging)",Mobile Accessories,Power Banks,597.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,description_snippet,Bringing the new gen power with Ambrane Stylo 10K which features a powerful 10000mAh battery capacity. Break the long charging time with Stylo 10K’s 20W,Mobile Accessories,Power Banks,999.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,price_context,mid-range Ambrane 10000 mAh Power Bank Quick under ₹999,Mobile Accessories,Power Banks,999.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,highlights_fusion,Ambrane 10000 mAh Power Bank 10000 mAh Lithium Polymer Battery 20W Input Charging Cable Included,Mobile Accessories,Power Banks,999.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)",Mobile Accessories,Power Banks,999.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,keyword_drop,"10000 mAh Power Bank (20 Quick Charge 3.0, Power Delivery",Mobile Accessories,Power Banks,999.0
2191,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/c/8/i/-original-imaggvt4dpp43pfk.jpeg?q=70,title_clean,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)",Mobile Accessories,Power Banks,999.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,description_snippet,Ambrane Capsule 10k is a 10000 mAh lithium,Mobile Accessories,Power Banks,899.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,price_context,mid-range Ambrane 10000 mAh Power Bank Fast under ₹899,Mobile Accessories,Power Banks,899.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,highlights_fusion,Ambrane 10000 mAh Power Bank 10000 mAh Lithium Polymer Battery AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,899.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Ambrane 10000 mAh Power Bank (12 W, Fast Charging)",Mobile Accessories,Power Banks,899.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,keyword_drop,"Ambrane 10000 mAh Power (12 W, Charging)",Mobile Accessories,Power Banks,899.0
2192,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/h/t/m/-original-imagg7nprsfvwttp.jpeg?q=70,title_clean,"Ambrane 10000 mAh Power Bank (12 W, Fast Charging)",Mobile Accessories,Power Banks,899.0
2193,https://rukminim1.flixcart.com/image/612/612/kmns7m80/power-bank/v/l/e/t4-power-bank-40000-mah-with-2-usb-ports-with-2-input-ports-and-original-imagfggpczdd74by.jpeg?q=70,description_snippet,Callmate 40000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,2184.0
2193,https://rukminim1.flixcart.com/image/612/612/kmns7m80/power-bank/v/l/e/t4-power-bank-40000-mah-with-2-usb-ports-with-2-input-ports-and-original-imagfggpczdd74by.jpeg?q=70,price_context,premium Callmate 40000 mAh Power Bank Fast under ₹2184,Mobile Accessories,Power Banks,2184.0
2193,https://rukminim1.flixcart.com/image/612/612/kmns7m80/power-bank/v/l/e/t4-power-bank-40000-mah-with-2-usb-ports-with-2-input-ports-and-original-imagfggpczdd74by.jpeg?q=70,highlights_fusion,Callmate 40000 mAh Power Bank 490 g 40000 mAh Lithium Polymer Battery Micro USB Adapter Charging Cable Included,Mobile Accessories,Power Banks,2184.0
2193,https://rukminim1.flixcart.com/image/612/612/kmns7m80/power-bank/v/l/e/t4-power-bank-40000-mah-with-2-usb-ports-with-2-input-ports-and-original-imagfggpczdd74by.jpeg?q=70,category_prefix,Mobile Accessories > Power Banks: Callmate 40000 mAh Power Bank (Fast Charging),Mobile Accessories,Power Banks,2184.0
2193,https://rukminim1.flixcart.com/image/612/612/kmns7m80/power-bank/v/l/e/t4-power-bank-40000-mah-with-2-usb-ports-with-2-input-ports-and-original-imagfggpczdd74by.jpeg?q=70,keyword_drop,Callmate mAh Bank (Fast Charging),Mobile Accessories,Power Banks,2184.0
2194,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/h/q/w/power-pack-200-20000-p2028j-jet-black-syska-original-imaggnzhrzygzwwd.jpeg?q=70,description_snippet,"Syska 20000 mAh Power Bank (12 W, Fast Charging)",Mobile Accessories,Power Banks,1399.0
2194,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/h/q/w/power-pack-200-20000-p2028j-jet-black-syska-original-imaggnzhrzygzwwd.jpeg?q=70,price_context,mid-range Syska 20000 mAh Power Bank Fast under ₹1399,Mobile Accessories,Power Banks,1399.0
2194,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/h/q/w/power-pack-200-20000-p2028j-jet-black-syska-original-imaggnzhrzygzwwd.jpeg?q=70,highlights_fusion,Syska 20000 mAh Power Bank 357 g 20000 mAh Lithium Polymer Battery Rechargeable Battery Charging Cable Included,Mobile Accessories,Power Banks,1399.0
2194,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/h/q/w/power-pack-200-20000-p2028j-jet-black-syska-original-imaggnzhrzygzwwd.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Syska 20000 mAh Power Bank (12 W, Fast Charging)",Mobile Accessories,Power Banks,1399.0
2194,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/h/q/w/power-pack-200-20000-p2028j-jet-black-syska-original-imaggnzhrzygzwwd.jpeg?q=70,keyword_drop,"Syska 20000 mAh Bank (12 W, Fast Charging)",Mobile Accessories,Power Banks,1399.0
2195,https://rukminim1.flixcart.com/image/612/612/kzllrbk0/power-bank/u/h/r/universal-power-bank-35k-35k-special-side-blue-miup-original-imagbkqg2tzefbre.jpeg?q=70,description_snippet,miup 35000 mAh Power Bank,Mobile Accessories,Power Banks,599.0
2195,https://rukminim1.flixcart.com/image/612/612/kzllrbk0/power-bank/u/h/r/universal-power-bank-35k-35k-special-side-blue-miup-original-imagbkqg2tzefbre.jpeg?q=70,price_context,mid-range miup 35000 mAh Power Bank under ₹599,Mobile Accessories,Power Banks,599.0
2195,https://rukminim1.flixcart.com/image/612/612/kzllrbk0/power-bank/u/h/r/universal-power-bank-35k-35k-special-side-blue-miup-original-imagbkqg2tzefbre.jpeg?q=70,highlights_fusion,miup 35000 mAh Power Bank 35000 mAh Lithium-ion Battery battery Charging Cable Included,Mobile Accessories,Power Banks,599.0
2195,https://rukminim1.flixcart.com/image/612/612/kzllrbk0/power-bank/u/h/r/universal-power-bank-35k-35k-special-side-blue-miup-original-imagbkqg2tzefbre.jpeg?q=70,category_prefix,Mobile Accessories > Power Banks: miup 35000 mAh Power Bank,Mobile Accessories,Power Banks,599.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,description_snippet,Introducing a quick dose of power with the Ambrane Capsule 20 powerbank which features a powerful 20000mAh battery capacity. It has a fast-charging output of,Mobile Accessories,Power Banks,1299.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,price_context,mid-range Ambrane 20000 mAh Power Bank Fast under ₹1299,Mobile Accessories,Power Banks,1299.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,highlights_fusion,Ambrane 20000 mAh Power Bank 20000 mAh Lithium Polymer Battery Micro AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,1299.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)",Mobile Accessories,Power Banks,1299.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,keyword_drop,"Ambrane Power Bank W, Fast Charging)",Mobile Accessories,Power Banks,1299.0
2196,https://rukminim1.flixcart.com/image/612/612/l4x2rgw0/power-bank/t/e/j/capsule-20-capsule-20-ambrane-original-imagfpmganzhbahq.jpeg?q=70,title_clean,"Ambrane 20000 mAh Power Bank (10.5 W, Fast Charging)",Mobile Accessories,Power Banks,1299.0
2197,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/x/h/5/croco-led-dual-usb-fast-charging-20000mah-li-ion-power-bank-with-original-imaghaxhhndhyxby.jpeg?q=70,description_snippet,"GUG 20000 mAh Power Bank (11 W, Fast Charging)",Mobile Accessories,Power Banks,599.0
2197,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/x/h/5/croco-led-dual-usb-fast-charging-20000mah-li-ion-power-bank-with-original-imaghaxhhndhyxby.jpeg?q=70,price_context,mid-range GUG 20000 mAh Power Bank Fast under ₹599,Mobile Accessories,Power Banks,599.0
2197,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/x/h/5/croco-led-dual-usb-fast-charging-20000mah-li-ion-power-bank-with-original-imaghaxhhndhyxby.jpeg?q=70,highlights_fusion,GUG 20000 mAh Power Bank 200 g 20000 mAh Lithium-ion Battery AC Adapter Charging Cable Included,Mobile Accessories,Power Banks,599.0
2197,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/x/h/5/croco-led-dual-usb-fast-charging-20000mah-li-ion-power-bank-with-original-imaghaxhhndhyxby.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: GUG 20000 mAh Power Bank (11 W, Fast Charging)",Mobile Accessories,Power Banks,599.0
2197,https://rukminim1.flixcart.com/image/612/612/xif0q/power-bank/x/h/5/croco-led-dual-usb-fast-charging-20000mah-li-ion-power-bank-with-original-imaghaxhhndhyxby.jpeg?q=70,keyword_drop,"20000 mAh Power (11 W, Fast",Mobile Accessories,Power Banks,599.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,description_snippet,Bringing the new gen power with Ambrane Stylo 10K which features a powerful 10000mAh battery capacity. Break the long charging time with Stylo 10K’s 20W,Mobile Accessories,Power Banks,999.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,price_context,mid-range Ambrane 10000 mAh Power Bank Quick under ₹999,Mobile Accessories,Power Banks,999.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,highlights_fusion,Ambrane 10000 mAh Power Bank 10000 mAh Lithium Polymer Battery 20W Input Charging Cable Included,Mobile Accessories,Power Banks,999.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,category_prefix,"Mobile Accessories > Power Banks: Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)",Mobile Accessories,Power Banks,999.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,keyword_drop,"Ambrane 10000 mAh Power Bank (20 W, Quick 3.0, Power Delivery 2.0)",Mobile Accessories,Power Banks,999.0
2198,https://rukminim1.flixcart.com/image/612/612/l5jxt3k0/power-bank/0/c/6/-original-imagg7npnpgdgxky.jpeg?q=70,title_clean,"Ambrane 10000 mAh Power Bank (20 W, Quick Charge 3.0, Power Delivery 2.0)",Mobile Accessories,Power Banks,999.0
