category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links,h_index
Electronics,Mobile Accessories,Mobile Cases,"WEBKREATURE Back Cover for Vivo Y16  (Brown, Dual Protection, Pack of: 1)",4.5,₹215,₹999,MHUB,4.6,"Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports.",Suitable For: Mobile Material: Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/1/v/x/flip-cover-for-vivo-y16-brown-color-webkreature-original-imaggy5exdhhgbas.jpeg?q=70,2126
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Mi Redmi Note 8, Redmi Note 8  (Black, Gold, Camera Bump Protector, Silicon, Pack of: 1)",3.6,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/y/9/chrome-019-08-351-kartv-original-imaghbhxdpqa54nk.jpeg?q=70,2127
Electronics,Mobile Accessories,Mobile Cases,"CEDO XPRO Back Cover for Redmi 9 Prime  (Blue, Dual Protection, Silicon, Pack of: 1)",4.3,₹189,₹599,JaidevMalAndSons,4.3,Original CEDO products are sold by JAIDEV MAL & SONS only. No other seller can provide you original products of CEDO. Full body protection protects your Phone and shock absorption protection from drops and bumps.,Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,2128
Electronics,Mobile Accessories,Mobile Cases,"CASETON Back Cover for Vivo Y16  (Brown, Pack of: 1)",5.0,₹239,₹999,CASETON,4.4,"Premium PU Leather - The leather case is made of top PU leather which is durable, breathable, wear-resistant and soft. Protect your phone while enjoying a stylish and beautiful appearance. Leather-style phone case provides full-body protection for your phone, protecting your phone from dust, scratches and abrasions. Note: It has no automatic wake/sleep function.",Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/g/m/i/y16-brwn-vntg-caseton-original-imagj62twhjvyh62.jpeg?q=70,2129
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Mi Redmi Note 10, Mi Redmi Note 10s, Redmi Note 10, Redmi Note 10s  (Black, Gold, Camera Bump Protector, Silicon, Pack of: 1)",4.7,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/r/r/a/chrome-019-08-371-kartv-original-imaghbhw7j9agpkq.jpeg?q=70,2130
Electronics,Mobile Accessories,Mobile Cases,"BOZTI Back Cover for Mi Redmi 9A, Redmi 9i  (Brown, Grip Case, Pack of: 1)",4.2,₹199,₹999,BOZTI,4.5,"Bozti Vntage Flip Cover Series Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports",Suitable For: Mobile Material: Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/w/j/r/-original-imaggfv7ckx7rksk.jpeg?q=70,2131
Electronics,Mobile Accessories,Mobile Cases,"CEDO XPRO Back Cover for POCO F4 5G  (Transparent, Dual Protection, Pack of: 1)",3.9,₹199,₹599,JaidevMalAndSons,4.3,"CEDO Shockproof Bumper Transparent Eagle back cover case fits your device perfectly, wraps all around edges and back to provides protection in clarity that unveils the phone's original design. CEDO Shockproof Bumper covers, acting almost as an invisible cloak around your phone, with a scratch-resistant coating, it clearly display's your device's body. Transparent Back Panel: Clear Flexible hard Back Panel with Coloured Soft Silicon Bumper. Crystal clear protection with advanced tough coating enhances your Phone original stunning look. Form Fitted Design & Slim Case: The Case provides 360 degree protection to your device while maintaining its slim profile. Its unique Air Cushion Technology and shock proof corners make your phone impact resistant from All Angles on a drop. Raised Lips for Camera and Screen: This Case gives your phone an all-round protection. Its intelligently designed upper lips extend over the sides of the phone to give an extra safety to your screen and camera on a fall and when kept down on a flat surface. CEDO Cases & Covers Delivers Everyday Wear And Tear Protection. It Minimizes Sliding On Flat Surfaces And Extra Safety Against Smudges, Cracks And Dirt. It's The Perfect Case For Protecting Your Precious Mobile From All Shocks And Other Elements While Keeping It As Good As New!",Suitable For: Mobile Material: Plastic Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/8/0/n/eaglepocof4blk-cedo-xpro-original-imagkzgzqmka4qvp.jpeg?q=70,2132
Electronics,Mobile Accessories,Mobile Cases,"Chaseit Flip Cover for Motorola Moto E7 Power  (Brown, Shock Proof)",4.2,₹206,₹799,KRISHNARETAIL07,4.7,THIS CASE COVER FOR MOTOROLA MOTO E7 POWER NOT FOR ANY OTHER MODEL. PLEASE CHECK BEFORE ORDERING. Branded PU Leather Diary Wallet Style Flip Cover Case. This is the widest selling flip cover for this phone. It has soft TPU material inside for holding the phone. It protects the phone from bumps and scratches. Also it has card holder option inside for holding cash and card. This cover can also be used as a stand for placing the phone and watching videos. Overall this is the best case of its type.YOU WILL LOVE IT.,Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Flip Cover,https://rukminim1.flixcart.com/image/612/612/ktx9si80/cases-covers/flip-cover/5/4/u/motoe7powerbrwfc-chaseit-original-imag75s3rfuchyxy.jpeg?q=70,2133
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Realme C12, Realme Narzo 20, Realme Narzo 30A, Realme C25, Realme C25s  (Black, Gold, Camera Bump Protector, Silicon, Pack of: 1)",4.4,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/l/l/s/6dchrome-06-09-101-kartv-original-imaghv5uppqg6kzn.jpeg?q=70,2134
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Apple Iphone 11, Iphone 11  (Black, Gold, Camera Bump Protector, Silicon, Pack of: 1)",4.2,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/o/x/4/cdcase-016-011-121-kartv-original-imagk2f6f8fphp9m.jpeg?q=70,2135
Electronics,Mobile Accessories,Mobile Cases,"SHINESTAR. Back Cover for Vivo V25 5G  (Brown, Pack of: 1)",4.3,₹299,₹999,SHINESTAR09,4.3,"Exclusively Design for SmartPhones,Made with Premium Soft PU Leather,Full Access-cut outs for Easy Access to All Ports and Buttons.High Quality Note Holder Case,made of synthetic PU Leather with luuriously smooth feel and looks.Enhanced & Updated TPU inner shell rather than brittle PC shell.Soft fleiXble TPU",Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/f/q/h/v255g-flip-brwncoffe-shinestar-original-imaghasvwfbjqtab.jpeg?q=70,2136
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Mi Redmi Note 8, Redmi Note 8  (Blue, Gold, Camera Bump Protector, Silicon, Pack of: 1)",5.0,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/w/e/a/chrome-019-08-352-kartv-original-imaghbhwgjtbc8yr.jpeg?q=70,2137
Electronics,Mobile Accessories,Mobile Cases,"BOZTI Back Cover for OPPO A17  (Blue, Grip Case, Pack of: 1)",4.2,₹239,₹999,BOZTI,4.5,"Bozti Vintage Flip Cover Series Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports",Suitable For: Mobile Material: Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/j/m/m/op-a17-blu-vinty-bozti-original-imaggz6uqnh4z5kz.jpeg?q=70,2138
Electronics,Mobile Accessories,Mobile Cases,"Flipkart SmartBuy Back Cover for Vivo Y16  (Transparent, Grip Case, Silicon, Pack of: 1)",4.4,₹149,₹499,GRAB11,4.7,"Flipkart SmartBuy gives you the best Transparent covers, This soft silicone Transparent cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your Mobile Vivo Y16. Vivo Y16 back cover.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/x/5/j/fksb-c-vio-y16-tra-flipkart-smartbuy-original-imagguzus5z9th5j.jpeg?q=70,2139
Electronics,Mobile Accessories,Mobile Cases,"SHINESTAR. Back Cover for Apple iPhone 7 Plus, Apple iPhone 8 Plus  (Blue, Flexible, Silicon)",4.0,₹219,₹999,SHINESTAR09,4.3,"SHINESTAR Introduces ULTRA THIN. Only 0.03 inches. The ultimate thin case if you are looking for elegant protection without adding bulk to your pocket or purse. This iPhone 6/ 6s case is slim, lightweight and one of the thinnest cases you can find.PREMIUM DESIGN. The material made with matte and Soft TPU frosted. This keeps your iPhone looking cool and pristine while showing off its original design,born for protect your iPhone.Full protection design philosophy, provide full protection for your iPhone. Truly return to the bare-metal feel.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/kg15ocw0/cases-covers/back-cover/d/h/9/shinestar-tpu-aa11-original-imafwc84jwgahnsp.jpeg?q=70,2140
Electronics,Mobile Accessories,Mobile Cases,"Flipkart SmartBuy Back Cover for Honor 9 Lite  (Black, Camera Bump Protector, Pack of: 1)",4.3,₹149,₹399,GRAB11,4.7,,Suitable For: Mobile Material: Rubber Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/p/k/4/-original-imaghxqpgwcqmvhq.jpeg?q=70,2141
Electronics,Mobile Accessories,Mobile Cases,"KartV Back Cover for Mi Redmi Note 9, Redmi Note 9  (Black, Gold, Camera Bump Protector, Silicon, Pack of: 1)",4.4,₹299,₹999,GadgetM,4.3,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Glossy finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a Glossy finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/c/m/v/chrome-019-08-361-kartv-original-imaghbhwducfxvnc.jpeg?q=70,2142
Electronics,Mobile Accessories,Mobile Cases,"KWINE CASE Back Cover for Mi Redmi 9A, Redmi 9i, Mi Redmi 9A Sport, Redmi 9i Sport  (Black, Rugged Armor, Pack of: 1)",4.3,₹295,"₹1,199",DESIGNERHUBZ,4.4,"KWINE CASE Crystal clear Black Personality cover is designed to provide slim protection for your mobile, the crystal cover measures only a few millimeters in thickness so you will hardly notice any added bulk to the slender design of your mobile. However, because of its good quality material construction it provides excellent protection from abrasions and light impact damage",Suitable For: Mobile Material: Plastic Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,2143
Electronics,Mobile Accessories,Mobile Cases,"OM Back Cover for Vivo Y91i, Vivo Y90  (Pink, 3D Case)",4.3,₹288,"₹1,299",mbmtechnologies,3.9,"This high quality theme case from NewBreed is made of good quality rubber. It gives a soft feel for your high value phone. The graphics on the case is of the best quality. It is smudge free. It gives perfect access to all the buttons. Microphones, speaker, and camera works excellent in this case.",Suitable For: Mobile Material: Rubber Theme: For Her Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/k0lbdzk0/cases-covers/back-cover/b/6/k/krish-tech-hello-kitty-14503-original-imafkc6uzxuhbwgk.jpeg?q=70,2144
Electronics,Mobile Accessories,Mobile Cases,CASETON Back Cover for Motorola Moto E40  (Brown),4.0,₹239,₹999,CASETON,4.4,"Premium PU Leather - The leather case is made of top PU leather which is durable, breathable, wear-resistant and soft. Protect your phone while enjoying a stylish and beautiful appearance. Leather-style phone case provides full-body protection for your phone, protecting your phone from dust, scratches and abrasions. Note: It has no automatic wake/sleep function.",Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/kvlaaa80/cases-covers/back-cover/1/v/3/e40-vntg-brwn-caseton-original-imag8gajhwcze5hr.jpeg?q=70,2145
Electronics,Mobile Accessories,Mobile Cases,"KWINE CASE Back Cover for Mi Redmi 9 Prime, Poco M2  (Black, Rugged Armor)",4.4,₹295,"₹1,199",DESIGNERHUBZ,4.4,"KWINE CASE Crystal clear Black Personality cover is designed to provide slim protection for your mobile, the crystal cover measures only a few millimeters in thickness so you will hardly notice any added bulk to the slender design of your mobile. However, because of its good quality material construction it provides excellent protection from abrasions and light impact damage",Suitable For: Mobile Material: Plastic Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/kerfl3k0/cases-covers/back-cover/4/a/f/kwine-case-rdm-nte-9-prm-03-original-imafvdg7yp6r3gfj.jpeg?q=70,2146
Electronics,Mobile Accessories,Mobile Cases,"Micvir Back Cover for OnePlus Nord CE 2 Lite 5G, OnePlus Nord CE 2 Lite  (Transparent, Black, Shock Proof, Pack of: 1)",4.1,₹249,₹999,Store24x,4.3,"Micvir™ Complete Protection for Your Smartphone OnePlus Nord CE 2 Lite Our Case covers all four corners with high quality TPU bumper for best protection To Your Phone . Your Smartphone camera lens is protected by a small raised lip around camera. All cutouts for charging ports, buttons, speaker grill, microphone, camera, LED flash will be perfect with precision cuts.Unique Fabric material applied on a silicon TPU layer. This case consist of soft TPU layer, hard PC layer and a final Top Fabric layer. It provides great look and feel to Your Smartphone.","Suitable For: Mobile Material: Plastic, Silicon Theme: No Theme Type: Back Cover",https://rukminim1.flixcart.com/image/612/612/l2krs7k0/cases-covers/back-cover/z/t/c/egl-one-nrdce2lit-blk-micvir-original-imagdvzwvgducajx.jpeg?q=70,2147
Electronics,Mobile Accessories,Mobile Cases,"CASETON Back Cover for Motorola Moto G42, Moto G42  (Brown)",4.4,₹239,₹999,CASETON,4.4,"Premium PU Leather - The leather case is made of top PU leather which is durable, breathable, wear-resistant and soft. Protect your phone while enjoying a stylish and beautiful appearance. Leather-style phone case provides full-body protection for your phone, protecting your phone from dust, scratches and abrasions. Note: It has no automatic wake/sleep function.",Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/o/e/y/g42-vntg-brwn-caseton-original-imagg9h3qqkjrxuc.jpeg?q=70,2148
Electronics,Mobile Accessories,Mobile Cases,"BOZTI Back Cover for Mi A1, REDMI A1 2022  (Blue, Dual Protection, Pack of: 1)",4.4,₹239,₹999,BOZTI,4.5,"Bozti Vintage Flip Cover Series Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports","Suitable For: Mobile Material: Artificial Leather, Silicon Theme: No Theme Type: Back Cover",https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/x/e/5/rdmi-a1-2022-blue-vint-bozti-original-imaggksgzzazb4wr.jpeg?q=70,2149
Electronics,Mobile Accessories,Mobile Cases,"BOZTI Back Cover for vivo Y22  (Blue, Grip Case, Pack of: 1)",4.4,₹239,₹999,BOZTI,4.5,"Bozti Vintage Flip Cover Series Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports","Suitable For: Mobile Material: Artificial Leather, Silicon Theme: No Theme Type: Back Cover",https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/5/i/k/flip-cover-for-vivo-y22-blue-color-webkreature-original-imaggz4gnum4g9hq.jpeg?q=70,2150
Electronics,Mobile Accessories,Mobile Cases,"BOZTI Back Cover for Infinix Hot 12  (Blue, Grip Case, Pack of: 1)",4.5,₹239,₹999,BOZTI,4.5,"Bozti Vintage Flip Cover Series Invest in your brand new device's protection today through this fit to use executive leather stand wallet case flip cover and save yourself from the heartbreak and agony of watching the scratches and damages on your device multiply periodically. This sleek executive flip cover case is designed to a perfect fit on your mobile and glossy leather surface further adds to its polished looks. This pouch comes with inner TPU back cover that does not break easily and aids in shock absorption during impacts. This wallet case comes with card slots to store receipts, cards or emergency cash. You can now video chat or watch movies hands free in landscape mode with the wallet stand. Perfect and precise cutouts allow easy access to all ports",Suitable For: Mobile Material: Leather Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/e/b/o/blu-infinix-hot-12-wowcase-original-imaghj5byzg7cgyr.jpeg?q=70,2151
Electronics,Mobile Accessories,Mobile Cases,"CEDO XPRO Back Cover for Apple iPhone XS Max  (Transparent, Dual Protection, Silicon, Pack of: 1)",4.8,₹199,₹599,JaidevMalAndSons,4.3,"Premium transparent soft back cover case fits your device perfectly, wraps all around edges and back to provides protection in clarity that unveils the phone's original design. Transparent covers, acting almost as an invisible cloak around your phone, with a scratch-resistant coating, it clearly display's your device's body. Transparent back case follows the screen's outline, providing protection in all its edgy design. Transparent covers provides protection from scratches & dust. Stylish & clear case keeps the look of your beautiful smartphone intact. Transparent cases are of high quality and gives extra protection from scratches and accidental bumper. Cases & Covers Delivers Everyday Wear And Tear Protection. It Minimizes Sliding On Flat Surfaces And Extra Safety Against Smudges, Cracks And Dirt. It's The Perfect Case For Protecting Your Precious Mobile From All Shocks And Other Elements, While Keeping It As Good As New!",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/w/w/j/totuogiphxsmax-cedo-xpro-original-imagjfefzhveh9dv.jpeg?q=70,2152
Electronics,Mobile Accessories,Mobile Cases,"Micvir Back Cover for Mi Redmi 9, Poco C31  (Transparent, Black, Pack of: 1)",4.2,₹199,₹999,Store24x,4.3,"Micvir™ Complete Protection for Your Smartphone Mi Redmi 9 :Our Case covers all four corners with high quality TPU bumper for best protection To Your Phone . Your Smartphone camera lens is protected by a small raised lip around camera. All cutouts for charging ports, buttons, speaker grill, microphone, camera, LED flash will be perfect with precision cuts.Unique Fabric material applied on a silicon TPU layer. This case consist of soft TPU layer, hard PC layer and a final Top Fabric layer. It provides great look and feel to Your Smartphone.","Suitable For: Mobile Material: Plastic, Silicon Theme: No Theme Type: Back Cover",https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/j/z/i/-original-imaghxq9ygzen4wg.jpeg?q=70,2153
Electronics,Mobile Accessories,Mobile Cases,"Cover Alive Back Cover for Nothing Phone (1), Nothing Phone 1, Nothing 1  (Transparent, Shock Proof, Pack of: 1)",4.2,₹259,₹699,Bajrangbalistore,4.9,"Premium quality case cover to protect and make your mobile look even more stylish. Protects your phone from scratches and scuffs. Dirt proof and scratch proof, static resistant, precision melded for a perfect fit. Perfectly designed case for your mobile. High quality genuine material and durable quality. Easy to install and remove. Completely protect the mobile phone from dirt, scratch and bumps. Perfect to use in any outdoor activities or travel to protect your phone. The cover makes your mobile unique, useful and practical. And the reinforced sides provide firm support and protect the mobile.","Suitable For: Mobile Material: Rubber, Plastic Theme: No Theme Type: Back Cover",https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/x/1/t/fgvde1514566-cover-alive-original-imaghpqmxtxzardf.jpeg?q=70,2154
Electronics,Mobile Accessories,Mobile Cases,"Flipkart SmartBuy Back Cover for Realme C33  (Transparent, Grip Case, Silicon, Pack of: 1)",4.2,₹149,₹499,GRAB11,4.7,"Flipkart Smartbuy gives you the best Transparent covers, This soft silicone Transparent cover will protect and prevent your phone from scratches, damage, and dust. The silicone cover is made from a lightweight tough strong high-quality rubber/silicone material which will help you to keep your phone safe. It comes in a smooth texture. This will not only look good on your phone but will protect it. This case will Style your Mobile Realme C33. Realme C33 back cover.",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/b/c/c/fksb-c-rlm-c33-tra-flipkart-smartbuy-original-imagg9uuuju3kqng.jpeg?q=70,2155
Electronics,Mobile Accessories,Mobile Cases,"KARWAN Back Cover for OnePlus Nord 2T 5G  (Green, Shock Proof, Silicon, Pack of: 1)",3.9,₹499,₹999,KARWAN,3.9,"You can have both all round protection and convenience. It's protected from drops and scratches from all sides. Ultra durable due to the high density material used. Matte finish with scratch proof coating every minimalists dream. Beautiful and tough. A treat for eyes, Comes in a matte finish and with a scratch proof coating for lasting durability. Upper lip build design to help protect the screen when face down on a flat surface, It is a case that Is super protective since it has raised edges to protect screen from scratches. Slim and form fitted design the case easily covers your phone completely providing superior impact resistance in an extremely slim profile. Feather Light its sleek design provides ease and comfort in handling, without the additional weight and bulk of other traditional cases. Its unique air cushion technology and shock proof corners make your phone impact resistant from all angles on a drop. Some people could even say that KARWAN MOBILE ACCESSORIES makes their device even more elegant!",Suitable For: Mobile Material: Silicon Theme: No Theme Type: Back Cover,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/8/9/4/silicon-1plus-nord-2t-5g-darkgreen-karwan-original-imaghrtzdggcrtja.jpeg?q=70,2156
Electronics,Mobile Accessories,Mobile Cases,"Chaseit Flip Cover for Realme C11 2021  (Brown, Camera Bump Protector, Pack of: 1)",4.1,₹206,₹799,KRISHNARETAIL07,4.7,"THIS COVER IS ONLY FOR REALME C11 2021 NOT FOR REALME C11 PLEASE CHECK BEFORE ORDERING This is the widest selling flip cover for this phone. It has soft TPU material inside for holding the phone. It protects the phone from bumps and scratches. Also it has card holder option inside for holding cash and card. This cover can also be used as a stand for placing the phone and watching videos. Overall this is the best case of its type. Functionality All the buttons and ports are easily accessible which makes the cover very convenient to use. The installation and removal of the cover is very easy. It is very light in weight hence does not make the phone bulky. It comes with card slots which makes the cover even more handy. Protection The cover gives the phone and its screen an all-round protection from all the external damages like dust, scratches, scrapes, dents etc and makes your phone look new and fresh all the time. It comes with shock protection which saves it from drops and bumps. Strength and Durability The cover is made of premium grade material which makes it strong and durable giving your phone optimum protection for a long time. Keep your phone safe with sturdy and reliable phone cover with card slots and cash pocket from the brand. YOU WILL LOVE IT ..",Suitable For: Mobile Material: Artificial Leather Theme: No Theme Type: Flip Cover,https://rukminim1.flixcart.com/image/612/612/kt39jm80/cases-covers/flip-cover/p/r/d/c112021brwfc-chaseit-original-imag6gc249fkamgg.jpeg?q=70,2157
